PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,BP
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,
